ID	InpSDG	InpWT	Inp_atx345	SDG2_K4me3	WT_K4me2	WT_K4me3	atx345_K4me2	atx345_K4me3	
AT1G10930	41.4053	59.2195	66.43	58.0536	92.127	62.74	89.5016	66.3612
AT1G11265	0	0	0	0	0	0	0	0
AT1G04837	9.13901	16.3311	15.1185	87.8246	45.4252	89.5947	40.8694	96.6678
AT1G11060	27.9766	46.2461	47.0355	102.214	78.5101	107.656	85.3918	120.443
AT1G11090	8.9525	16.1785	14.9658	87.8246	45.3188	89.5947	40.8694	96.6678
AT1G11125	12.3097	13.7365	13.5914	50.6108	58.9357	21.3886	31.0516	30.3067
AT1G11160	34.8775	54.9459	61.2377	39.6947	95.4248	19.0121	97.2645	18.5498
AT1G11190	10.8176	14.6522	14.6604	5.95421	6.91484	1.66356	6.84961	3.13517
AT1G11240	20.1431	28.694	25.503	47.6337	37.3401	52.9963	33.1065	54.343
AT1G11595	2.42464	4.4262	4.73409	0.992369	1.27659	0	0.913282	0.522529
AT1G11350	30.5877	37.699	34.3603	16.3741	70.2122	67.7307	81.7387	65.0548
AT1G11380	13.4288	18.4679	17.5619	45.649	23.7232	62.5024	30.5949	33.9644
AT1G11440	13.0557	14.1944	19.3945	27.7863	23.0849	40.1631	25.1152	36.577
AT1G11480	22.3813	34.0359	34.2076	73.9315	53.2975	75.8109	56.8518	77.8568
AT1G11650	24.4329	34.6464	29.3208	76.4124	54.5741	110.746	54.5686	97.9742
AT1G11740	28.7226	30.6781	35.582	47.6337	70.8505	15.685	48.4039	7.05414
AT1G11790	25.5519	32.8149	34.2076	64.504	51.8081	65.5918	67.1262	47.0276
AT1G11840	16.9725	26.5572	24.7394	23.3207	35.3189	25.904	32.6498	24.8201
AT1G11900	11.1906	13.4312	12.6751	33.7405	16.9148	30.1818	17.124	21.6849
AT1G11930	9.69854	19.0784	15.7294	56.0688	20.4254	68.206	21.9188	59.5683
AT1G11990	17.532	23.0467	25.3503	14.8855	31.4891	6.65425	26.7135	9.14425
AT1G12070	7.27391	9.76816	10.5372	4.96184	6.80846	1.66356	2.73984	1.04506
AT1G12170	5.96833	7.17349	9.62089	5.95421	3.93614	0.950606	6.39297	1.04506
AT1G12220	18.8376	35.1043	27.9464	57.0612	50.5315	63.453	55.2535	89.875
AT1G12420	12.4962	18.6206	16.9511	21.3359	30.4253	35.6477	30.8233	55.3881
AT1G12660	3.35719	4.57882	4.73409	1.98474	1.1702	1.42591	0.913282	0.783793
AT1G12780	15.2939	23.5046	23.8232	23.3207	31.5955	57.7493	23.9736	55.9106
AT1G12830	8.76599	10.5313	9.62089	52.5955	28.8296	82.9404	30.1383	94.0552
AT1G12840	28.1631	38.4621	35.2766	110.153	69.042	153.998	69.4094	163.813
AT1G12880	7.46042	10.5313	12.6751	7.93895	9.5744	4.99068	5.02305	3.91897
AT1G12970	17.532	24.4204	19.6999	62.5192	39.4678	76.9991	35.1613	94.839
AT1G13120	23.6868	28.5413	28.71	34.2367	44.255	45.8668	48.1756	45.7213
AT1G13170	23.1273	32.2044	37.1092	59.5421	67.9782	61.0765	77.8573	48.8564
AT1G13230	14.1748	18.1627	16.9511	10.4199	14.468	3.56477	9.36114	4.96402
AT1G13340	12.6827	20.2995	18.1728	9.4275	32.6593	12.3579	30.5949	79.9469
AT1G13470	5.4088	12.6681	11.6062	3.47329	6.17017	11.8826	25.5719	82.5596
AT1G13540	10.6311	14.0417	13.4387	9.4275	33.8295	4.27773	26.9418	3.13517
AT1G13620	5.22229	6.86824	9.7736	1.48855	4.14891	0.950606	3.65313	1.30632
AT1G13810	11.3771	14.0417	15.2713	36.2215	26.3828	29.2311	30.8233	27.694
AT1G14010	12.3097	17.0943	16.6457	61.0307	33.9359	62.0271	37.4445	72.109
AT1G14240	14.1748	21.8257	27.7937	8.93132	15.2127	3.32712	16.2107	3.6577
AT1G14300	13.0557	18.6206	19.0891	22.3283	26.3828	24.4781	32.4215	33.1806
AT1G14340	11.5636	15.4154	16.6457	28.2825	17.2339	43.7279	17.124	44.9375
AT1G14420	17.532	26.8624	21.5325	18.855	37.4465	5.94129	25.8002	5.22529
AT1G14453	5.03578	9.76816	6.26121	32.7482	10.3191	53.9469	7.76289	49.1177
AT1G14455	2.61115	7.02086	3.51239	4.96184	4.25529	2.37652	2.05488	2.61264
AT1G14510	14.5478	20.7573	20.3108	26.2978	32.9785	57.987	31.2799	49.9015
AT1G05107	3.91672	5.64722	7.02478	4.96184	11.8084	1.90121	3.42481	1.30632
AT1G14610	36.9291	50.5197	51.7696	43.168	87.127	39.9255	90.8715	39.7122
AT1G14650	35.6235	43.9567	41.5378	44.6566	101.382	72.2461	96.1229	63.4873
AT1G14686	10.2581	14.347	15.2713	16.3741	25.4253	4.51538	10.9594	2.35138
AT1G14710	22.5678	36.478	31.9169	48.6261	68.6165	84.8416	73.0625	84.1271
AT1G14790	28.9091	42.7357	41.3851	34.7329	71.5952	31.37	78.7705	39.4509
AT1G15100	7.46042	10.9892	9.46818	82.3666	22.0211	86.2675	13.9275	99.2805
AT1G15180	19.7701	28.0835	28.2518	75.9162	57.7655	83.4157	67.3545	47.2889
AT1G15290	54.088	74.3296	72.0803	79.8857	159.892	145.68	173.295	116.785
AT1G15340	17.159	25.3362	24.2813	21.3359	35.1061	60.6012	36.9879	59.307
AT1G15380	9.69854	15.7206	13.1333	11.4122	9.46801	2.37652	12.5576	4.4415
AT1G15440	30.9607	43.8041	40.4688	69.962	102.127	52.521	104.114	74.9829
AT1G15530	20.7027	25.1835	27.9464	150.84	59.7868	163.504	63.7014	153.623
AT1G05187	10.2581	16.0259	20.1581	61.5269	44.4678	39.9255	44.9791	29.2616
AT1G15670	12.4962	19.3837	18.9364	87.8246	54.5741	76.7615	40.4127	157.02
AT1G15720	11.7502	17.7048	21.227	64.0078	45.2124	40.8761	45.6641	30.8292
AT1G15790	10.8176	16.4838	15.2713	13.8932	18.5105	13.0708	22.6037	26.9102
AT1G15860	10.2581	15.7206	18.4782	25.3054	17.8722	48.0056	16.6674	48.0727
AT1G15930	12.1232	18.9258	18.6309	20.3436	27.9785	33.2712	29.91	29.7841
AT1G15970	19.7701	26.4046	30.2371	48.1299	51.9145	66.3048	48.8606	55.1268
AT1G16160	18.4645	28.3887	29.0154	21.3359	46.7018	5.70364	56.3951	9.92805
AT1G16230	6.15484	10.0734	9.62089	2.97711	12.234	1.66356	18.9506	2.87391
AT1G16280	20.8892	31.4413	34.9712	114.122	51.7017	88.4064	59.8199	89.875
AT1G16330	28.7226	41.0568	36.3456	18.855	50.7443	13.3085	58.6783	13.3245
AT1G16390	15.6669	23.5046	20.0053	24.313	37.1274	7.3672	28.3117	5.74782
AT1G16460	19.7701	26.8624	27.1828	36.7176	43.0848	55.3728	43.8375	46.2438
AT1G05243	3.17068	5.03671	5.03951	18.855	8.9361	36.123	9.36114	27.1715
AT1G16530	9.13901	9.31028	9.31547	6.4504	8.72334	5.46599	7.76289	4.70276
AT1G16560	11.5636	21.3678	19.2418	30.7634	34.787	40.1631	37.2162	31.3517
AT1G16710	59.1238	79.9768	74.6764	67.4811	161.488	52.9963	162.564	64.7936
AT1G16760	26.1115	31.2886	30.2371	17.3665	39.3614	2.85182	42.6959	3.91897
AT1G16800	58.3778	92.4923	85.8245	76.4124	169.148	44.2032	168.5	45.7213
AT1G16905	13.8018	16.3311	14.8131	18.3588	17.2339	6.65425	15.5258	7.05414
AT1G16960	6.90089	8.85239	7.3302	2.97711	3.29785	4.75303	5.70801	3.39644
AT1G17000	15.8534	24.7257	25.0449	9.92369	16.8084	2.85182	19.1789	4.4415
AT1G17060	14.1748	17.5522	21.227	22.3283	19.9999	10.932	18.7223	11.4956
AT1G17065	7.83344	11.2944	13.5914	11.4122	15.2127	1.66356	14.3842	4.96402
AT1G17110	36.556	47.925	46.4246	48.1299	69.2548	61.7894	76.944	56.4331
AT1G17210	36.9291	51.4355	49.4789	84.8475	112.765	76.0485	104.799	83.6046
AT1G17275	7.27391	10.0734	8.09377	4.96184	3.93614	0.237652	5.02305	1.04506
AT1G17495	24.9924	35.2569	34.6658	9.92369	8.72334	2.37652	14.3842	6.27035
AT1G17330	12.6827	16.1785	15.8821	59.5421	27.553	48.2433	20.3205	51.9916
AT1G17360	30.9607	40.7515	42.9122	27.2901	62.2336	67.7307	73.0625	71.0639
AT1G17420	35.2505	51.4355	44.5921	58.0536	88.2972	68.4437	88.5883	66.3612
AT1G17450	52.0364	61.9668	64.4447	99.2369	143.722	68.919	138.59	100.848
AT1G17580	60.4294	84.0977	79.8687	55.0765	135.85	54.6599	152.518	46.2438
AT1G17620	14.9208	18.7732	21.9906	108.664	30.5317	121.915	30.3666	128.803
AT1G17680	38.0481	47.925	49.937	53.0917	87.5525	44.9162	81.0537	47.5501
AT1G17720	27.9766	39.6831	41.6905	43.6642	61.8081	61.7894	69.4094	61.9197
AT1G17760	33.9449	53.1144	48.1045	60.5345	83.8292	47.2927	86.5334	47.2889
AT1G17840	33.7584	37.3937	36.651	34.7329	59.2549	58.7	63.0164	50.424
AT1G18240	0.746042	0.61051	1.06899	0	0.425529	0	0.456641	0.522529
AT1G17990	0	0	0	0	0	0	0	0
AT1G18090	18.8376	26.2519	23.9759	18.855	39.7869	23.2899	39.2711	13.5857
AT1G18190	20.5161	32.357	29.9317	55.0765	56.2762	43.7279	54.5686	50.424
AT1G18330	3.73021	4.12094	5.34494	3.96947	3.82976	29.9441	5.70801	22.4687
AT1G18370	34.5044	42.7357	42.6068	29.7711	80.7441	20.9133	76.0307	10.9731
AT1G18410	32.4528	45.483	43.8285	33.2444	93.5099	19.9627	89.9582	9.14425
AT1G18470	26.298	36.478	31.4588	36.7176	54.9996	73.9097	54.5686	64.271
AT1G18510	6.90089	10.9892	9.92632	6.4504	15.8509	1.90121	14.8408	1.56759
AT1G18570	15.1073	17.7048	15.8821	16.8703	31.17	28.5182	35.618	53.2979
AT1G18610	18.651	33.578	28.4045	63.0154	50.7443	59.4129	54.3403	50.424
AT1G18700	29.2821	46.2461	40.3161	67.9773	64.2548	62.74	57.5367	59.307
AT1G18760	3.73021	7.93663	5.80308	0.496184	5.10634	0.237652	3.19649	1.30632
AT1G18840	24.4329	28.2361	28.4045	25.8016	49.0422	15.9227	58.2217	14.6308
AT1G18880	14.5478	26.8624	24.1286	22.3283	27.8721	6.41659	24.6586	5.48655
AT1G18910	33.9449	46.8566	43.5231	55.0765	83.7228	51.8081	86.5334	54.6043
AT1G19025	14.7343	22.7415	21.0743	28.7787	38.6167	39.6878	36.0746	23.7751
AT1G19080	9.88505	13.7365	12.0643	30.7634	22.3403	33.9842	24.8869	29.5229
AT1G19110	22.5678	34.9517	33.7495	81.8704	65.6378	104.091	64.158	102.154
AT1G19250	15.8534	26.2519	24.8921	14.8855	22.8722	10.219	26.7135	15.1533
AT1G19290	22.7543	36.3253	37.8727	108.168	66.3825	56.7987	55.4819	31.0905
AT1G19390	19.5836	25.3362	27.3355	16.3741	53.2975	2.37652	51.8287	8.62173
AT1G19450	16.5994	22.2836	21.5325	16.3741	36.3827	73.672	34.0197	34.7482
AT1G19485	27.2305	44.4146	37.1092	39.6947	66.2761	43.7279	77.4006	46.7663
AT1G19540	18.0915	24.7257	24.434	29.7711	46.7018	8.55546	29.91	7.57667
AT1G19650	26.1115	32.0518	30.5425	33.2444	59.8932	32.5583	53.8836	30.5679
AT1G19968	4.10323	7.32612	9.31547	7.93895	7.23399	1.90121	4.10977	3.13517
AT1G19810	13.0557	16.1785	19.0891	11.9084	27.4466	2.13886	31.9649	2.35138
AT1G19870	23.3138	36.3253	34.2076	45.1528	58.9357	56.3234	57.7651	59.0458
AT1G19910	9.88505	16.0259	14.9658	60.0383	18.5105	80.3262	20.7772	84.1271
AT1G20080	16.5994	25.9467	22.9069	12.9008	28.7232	4.99068	38.1295	4.18023
AT1G20130	17.3455	24.2678	20.0053	18.855	49.0422	4.27773	38.3578	5.22529
AT1G20240	18.651	28.8466	23.5177	14.3893	34.4678	6.17894	34.4764	6.53161
AT1G20290	20.1431	27.9308	24.8921	27.7863	27.0211	18.5368	22.832	25.3426
AT1G20380	24.6194	35.8675	31.6115	36.2215	56.1698	25.4287	52.2854	21.6849
AT1G05557	5.78182	8.08926	7.02478	7.93895	12.7659	15.4474	12.5576	15.1533
AT1G20691	15.1073	25.794	25.3503	7.93895	20.2126	24.7158	17.3524	33.7031
AT1G20470	5.59531	8.24188	7.63563	9.4275	13.9361	18.0615	12.5576	16.9822
AT1G20575	14.7343	17.0943	16.0348	37.71	22.6594	48.2433	20.3205	42.8474
AT1G20620	26.8575	37.0885	36.1929	42.6719	44.9997	182.992	46.349	216.066
AT1G20650	15.2939	17.5522	19.6999	19.8474	26.0636	73.1967	26.4852	50.1628
AT1G20690	13.8018	24.2678	24.2813	7.93895	19.6807	24.4781	16.6674	31.8743
AT1G20720	45.322	57.2353	59.0998	45.649	109.68	19.2498	94.753	13.847
AT1G05597	4.66276	5.34196	5.03951	1.98474	5.85102	0.712955	4.33809	1.04506
AT1G20860	20.5161	32.2044	28.4045	17.8626	39.3614	7.12955	36.0746	6.53161
AT1G20925	17.159	20.7573	22.296	11.9084	28.8296	2.61417	26.0285	6.00908
AT1G20960	68.6358	96.6132	97.4306	79.8857	235.637	78.1874	244.988	83.6046
AT1G21020	0.18651	0	0.152713	0	0	0	0.456641	0
AT1G21060	11.5636	20.2995	20.6162	31.7558	31.9147	55.6105	30.1383	27.9553
AT1G21200	12.3097	20.7573	23.6704	37.2138	39.9997	45.6291	44.0658	50.9466
AT1G21310	12.4962	17.2469	19.6999	9.4275	11.3829	4.75303	30.1383	43.1086
AT1G21380	16.2264	23.5046	28.5572	19.8474	41.5954	34.2218	39.2711	39.9735
AT1G21440	17.7185	21.3678	22.9069	52.5955	53.2975	46.8174	50.6871	23.2525
AT1G21480	18.4645	32.2044	22.296	73.4353	41.7018	59.6506	45.6641	55.9106
AT1G21550	7.46042	10.3787	10.8426	10.4199	8.29781	7.8425	10.9594	26.9102
AT1G21590	24.6194	36.478	36.3456	73.4353	56.9145	106.468	60.0483	100.587
AT1G21630	45.5085	65.4772	67.499	100.229	130.318	92.4465	150.92	97.4516
AT1G21690	18.278	27.3203	27.1828	31.7558	36.2763	34.2218	31.0516	24.0363
AT1G21730	41.2188	49.9092	48.4099	79.8857	93.0844	57.7493	94.068	46.2438
AT1G21760	15.6669	18.9258	20.1581	24.313	35.4253	44.4409	30.3666	36.3158
AT1G21840	9.88505	16.1785	12.6751	34.2367	26.4892	40.8761	29.6817	21.6849
AT1G21890	16.4129	22.5889	22.4487	10.4199	15.8509	4.04008	15.9824	5.74782
AT1G21940	13.9883	19.3837	16.493	32.252	58.723	11.8826	25.3436	2.35138
AT1G08955	5.4088	6.71561	4.73409	4.96184	1.91488	0.475303	4.33809	1.04506
AT1G22010	5.22229	6.86824	7.78834	0.992369	4.25529	0.237652	3.65313	0.783793
AT1G22100	12.1232	22.4362	18.1728	7.44277	16.2765	2.61417	23.2887	2.09012
AT1G22140	5.96833	11.4471	6.71935	17.3665	9.36163	37.0737	14.3842	22.9913
AT1G22300	16.5994	17.8574	21.9906	31.2596	28.5104	49.6692	29.4533	51.9916
AT1G22360	19.2106	29.4571	26.572	48.6261	51.2762	56.0858	32.8781	66.8837
AT1G22410	22.7543	32.0518	28.2518	100.229	51.2762	106.706	59.5916	102.154
AT1G22460	19.7701	29.1518	25.3503	15.3817	26.3828	6.8919	29.91	7.3154
AT1G22700	14.9208	17.2469	16.3402	38.7024	22.6594	81.5145	21.4621	76.0279
AT1G22720	10.6311	8.39451	10.9953	2.48092	4.7872	0.950606	4.79473	2.35138
AT1G22830	23.8733	31.8991	27.0301	29.7711	58.6166	56.7987	57.9934	46.5051
AT1G22870	33.7584	45.7882	47.1882	91.7941	88.2972	89.357	95.4379	95.1002
AT1G22920	19.0241	26.7098	25.9611	74.9238	47.7656	93.8724	46.8057	93.7939
AT1G23070	13.9883	15.4154	17.5619	11.4122	25.1062	3.80243	28.3117	2.61264
AT1G23210	18.0915	23.5046	23.6704	19.3512	27.8721	5.46599	14.1559	7.57667
AT1G23320	17.159	23.1994	22.9069	13.397	30.8508	4.99068	26.2568	4.96402
AT1G23440	17.905	24.1151	24.434	25.8016	37.6593	43.2526	45.4358	54.0817
AT1G23570	8.76599	9.76816	8.09377	5.45803	4.57443	0.712955	4.33809	1.82885
AT1G23660	7.27391	9.00502	10.9953	2.48092	8.82972	0.712955	8.67618	2.87391
AT1G05833	4.10323	7.47875	5.80308	6.4504	17.5531	9.98137	14.6125	13.0632
AT1G05843	4.10323	3.96831	4.42866	5.95421	1.70211	1.90121	1.1416	0.522529
AT1G23820	14.9208	24.573	19.6999	21.3359	38.6167	46.8174	37.9012	43.8924
AT1G23880	15.8534	24.2678	23.365	41.1833	37.021	44.2032	41.326	18.5498
AT1G23950	14.3613	17.8574	17.1038	24.313	20.8509	10.219	29.6817	2.09012
AT1G23985	9.32552	10.6839	9.62089	48.1299	17.8722	61.5518	18.7223	44.415
AT1G24030	16.4129	19.2311	20.6162	10.9161	28.8296	4.27773	28.7684	9.40552
AT1G24140	19.0241	28.2361	20.9216	83.8552	82.0207	100.289	40.1844	131.416
AT1G24190	40.2863	53.7249	52.8385	40.6871	101.169	47.768	102.288	52.7754
AT1G24265	20.1431	27.0151	34.0549	49.6184	47.1273	19.0121	43.1526	12.802
AT1G24300	51.1039	66.5456	67.0408	87.3284	133.19	81.5145	131.056	76.5505
AT1G24330	27.417	43.4988	36.9564	48.1299	62.8719	37.3113	65.9846	32.6581
AT1G24640	18.0915	27.4729	23.8232	10.9161	7.55314	2.37652	6.62129	3.6577
AT1G24460	40.8458	61.9668	59.8633	55.5726	113.51	69.6319	111.877	68.9738
AT1G24490	22.0082	29.1518	27.4883	65.4963	48.0847	73.9097	51.8287	72.3702
AT1G24540	15.8534	21.3678	21.3798	7.44277	25.1062	2.61417	28.7684	3.13517
AT1G24706	78.7074	108.976	107.204	96.7559	197.233	117.638	212.566	123.839
AT1G25097	0	0	0	0	0	0	0	0
AT1G25180	0.18651	0.305255	0.458138	0	0	0	0	0
AT1G25320	14.5478	22.131	22.9069	32.7482	44.255	36.5983	44.9791	35.0094
AT1G25360	23.1273	34.0359	34.2076	35.2291	75.425	27.3299	70.0944	34.7482
AT1G25430	39.9132	63.6457	55.8928	14.8855	44.8933	52.0457	52.9703	72.8928
AT1G25886	2.98417	2.59467	1.98526	0.496184	0.638293	0.237652	0	0
AT1G25470	11.7502	16.6364	15.8821	41.6795	30.9572	53.4716	28.7684	69.2351
AT1G25570	27.044	29.915	35.2766	118.588	57.8719	142.591	60.9615	135.335
AT1G26110	29.4687	41.9726	37.1092	46.1451	70.9569	90.5453	78.5422	92.4876
AT1G06003	6.52787	9.92079	5.95579	31.2596	26.2764	46.1044	31.0516	39.4509
AT1G26190	25.3654	35.1043	34.9712	43.6642	58.0847	44.9162	57.9934	47.5501
AT1G26330	34.1314	50.9776	46.5773	40.1909	87.0206	14.9721	92.9264	13.5857
AT1G26420	16.5994	22.7415	20.7689	24.8092	35.8508	3.80243	62.5598	34.7482
AT1G26500	11.9367	16.9417	12.6751	40.6871	37.5529	57.0364	43.3809	47.0276
AT1G06013	2.42464	3.81569	4.58138	1.48855	0.95744	0.475303	1.1416	0.522529
AT1G26640	16.0399	23.0467	23.8232	47.1375	38.5104	37.3113	41.326	38.1446
AT1G26690	13.9883	12.9733	12.8279	53.0917	21.4892	49.6692	20.0922	51.7304
AT1G26810	20.5161	30.2202	26.1138	28.2825	46.9145	19.0121	50.9155	12.0182
AT1G26990	25.1789	36.6306	32.2223	7.93895	13.085	2.85182	14.8408	6.27035
AT1G26910	12.4962	19.3837	17.8674	38.2062	29.0423	30.6571	25.3436	13.5857
AT1G27040	17.532	27.6256	24.8921	12.9008	28.8296	3.56477	26.4852	6.27035
AT1G27090	21.6352	30.2202	28.5572	109.657	50.106	170.634	51.3721	176.876
AT1G27260	8.76599	11.4471	11.7589	7.93895	14.0424	1.42591	16.2107	2.09012
AT1G27360	24.0598	33.4254	31.4588	35.7253	59.1485	53.234	55.4819	50.6853
AT1G27420	13.2422	18.9258	20.7689	13.397	30.5317	4.04008	32.4215	6.27035
AT1G27460	21.0757	27.0151	26.2666	42.6719	57.6591	47.5303	50.9155	18.811
AT1G27500	21.0757	30.8308	28.5572	33.2444	48.8294	23.2899	50.6871	14.3695
AT1G27780	1.11906	0.763137	1.67984	1.48855	0.106382	0.237652	0.684961	0.261264
AT1G27595	69.0089	86.9977	87.657	129.008	157.02	98.6254	149.093	123.317
AT1G27680	22.0082	31.4413	29.7789	47.1375	53.8294	35.8854	51.6004	34.4869
AT1G27752	35.6235	49.146	48.5626	93.2827	77.2335	89.5947	78.7705	103.722
AT1G27900	35.437	43.8041	42.6068	80.3819	74.1484	65.8295	77.8573	68.4513
AT1G27930	13.6153	17.8574	17.7147	105.191	19.0424	166.356	22.6037	194.119
AT1G28010	37.4886	43.8041	44.2866	30.7634	57.1272	26.1417	58.6783	25.3426
AT1G28060	29.4687	44.7199	39.858	117.596	84.1483	125.718	86.3051	137.948
AT1G28090	22.9408	29.6097	28.8627	74.9238	42.1273	60.6012	44.5225	63.4873
AT1G28120	16.0399	24.573	19.6999	38.2062	33.0849	44.9162	36.3029	48.0727
AT1G28323	21.6352	29.7624	27.7937	12.9008	24.0424	2.37652	33.5631	7.05414
AT1G28190	7.0874	13.2786	10.8426	37.2138	28.8296	50.6198	19.6356	84.3884
AT1G28230	13.6153	13.2786	19.6999	32.7482	32.5529	24.9534	21.9188	24.2976
AT1G28310	10.8176	15.8733	15.8821	26.794	25.319	53.7093	24.8869	48.3339
AT1G28350	40.2863	45.6356	50.5479	30.7634	74.9994	33.7465	81.967	26.3877
AT1G28410	19.3971	24.4204	23.0596	50.1146	38.8295	56.7987	44.2942	39.4509
AT1G28430	11.0041	14.347	14.2023	7.93895	11.9148	1.66356	10.9594	4.4415
AT1G28470	11.7502	16.789	13.5914	4.96184	8.08505	2.37652	10.2744	4.4415
AT1G28570	18.4645	21.2152	27.0301	26.794	31.0636	14.0214	25.1152	17.5047
AT1G28670	12.6827	12.2102	17.8674	32.252	30.2125	54.4222	25.8002	41.0185
AT1G09045	17.159	20.6047	21.0743	10.9161	28.404	3.32712	32.6498	3.39644
AT1G29025	14.3613	20.6047	20.7689	9.4275	23.7232	3.32712	22.6037	3.91897
AT1G29080	10.2581	20.1468	17.1038	11.9084	20.7445	1.66356	21.2338	2.61264
AT1G29120	24.9924	36.9359	30.6952	51.107	62.34	54.8975	68.2678	48.3339
AT1G29170	28.5361	43.3462	39.3998	42.6719	77.7654	31.8453	74.2041	28.4778
AT1G29320	19.3971	25.1835	23.0596	28.7787	44.1486	24.0028	39.7278	21.9462
AT1G29350	7.46042	11.5997	11.3007	18.855	14.3616	11.6449	17.3524	14.3695
AT1G29395	12.6827	16.0259	16.0348	14.3893	20.7445	50.8574	18.2656	15.9371
AT1G29435	8.01995	9.76816	11.3007	2.97711	12.8722	20.438	9.36114	12.0182
AT1G29500	8.39297	9.31028	8.09377	6.94658	10.6382	11.4073	12.7859	5.48655
AT1G29730	28.5361	37.2411	42.3014	19.3512	50.9571	6.8919	61.6465	7.3154
AT1G29750	33.1989	44.5672	45.2029	29.2749	70.5314	29.7065	68.2678	23.7751
AT1G29810	12.4962	17.8574	18.3255	28.2825	26.4892	19.2498	20.7772	13.0632
AT1G29900	35.064	51.1302	50.8533	105.191	127.02	163.98	137.449	147.876
AT1G30080	14.1748	19.6889	19.5472	12.9008	17.8722	2.61417	14.8408	4.4415
AT1G30110	7.64693	14.4996	13.8968	4.96184	12.9786	4.04008	13.2426	3.39644
AT1G30340	31.7068	46.704	43.3704	14.8855	12.0212	3.08947	18.494	9.40552
AT1G30220	17.159	22.2836	24.7394	16.8703	36.0636	10.219	34.7047	13.847
AT1G30320	20.3296	24.7257	26.7247	28.7787	39.8933	40.6384	50.2305	33.9644
AT1G30400	69.1954	93.1028	84.45	76.9086	169.892	84.1287	170.327	104.245
AT1G30450	43.83	53.8775	57.5726	88.817	101.701	71.2955	114.16	68.7125
AT1G30470	37.3021	57.5406	52.2277	54.5803	92.978	79.138	81.7387	84.1271
AT1G30490	33.1989	41.6673	43.6758	47.1375	73.2973	80.0886	78.0856	84.6497
AT1G30520	25.1789	39.2253	31.1534	101.718	63.5102	69.3943	64.843	57.4782
AT1G30570	24.8059	37.0885	35.582	51.6032	67.6591	73.9097	74.6608	55.6493
AT1G30640	26.671	30.8308	28.4045	29.7711	40.1061	27.8052	41.326	23.5138
AT1G06357	6.34136	12.2102	10.6899	5.45803	8.40419	0.475303	11.6443	2.09012
AT1G30710	14.7343	19.2311	23.365	8.93132	24.3615	2.85182	22.3754	4.70276
AT1G30814	8.01995	13.2786	13.8968	8.93132	15.9573	1.66356	13.6992	1.82885
AT1G30880	7.0874	10.0734	11.3007	41.6795	15.8509	46.5797	15.0691	54.8655
AT1G30945	4.28974	4.73145	6.56664	4.46566	5.31911	0.475303	4.33809	1.04506
AT1G30970	22.5678	29.4571	31.3061	31.2596	46.2763	43.2526	46.1207	50.6853
AT1G31050	17.905	26.0993	27.4883	10.9161	11.702	1.90121	11.416	5.74782
AT1G31080	8.39297	13.126	11.6062	4.46566	16.2765	0.475303	11.1877	2.35138
AT1G31220	15.2939	18.01	16.6457	85.8399	27.4466	89.357	23.2887	101.632
AT1G31290	39.9132	56.4722	60.016	147.863	244.36	58.2246	154.801	75.5054
AT1G31570	32.4528	46.3988	45.2029	12.9008	12.4467	2.61417	20.0922	9.14425
AT1G31540	36.556	39.5305	46.73	46.6413	66.2761	127.857	76.259	167.993
AT1G31670	31.1472	39.0726	37.2619	30.7634	27.8721	4.99068	22.1471	4.96402
AT1G31710	28.1631	44.4146	45.6611	37.2138	32.1274	10.932	21.2338	9.66678
AT1G31983	5.96833	5.64722	6.26121	0.992369	5.10634	1.18826	5.02305	1.82885
AT1G31830	18.278	21.8257	22.296	38.2062	41.0635	30.8947	39.9561	35.7932
AT1G31860	19.2106	21.8257	18.3255	24.8092	40.1061	29.4688	34.2481	27.4328
AT1G31930	27.6035	41.362	36.1929	29.7711	65.425	54.1846	71.236	46.7663
AT1G09115	8.57948	9.15765	9.46818	3.47329	9.5744	1.42591	9.81778	2.09012
AT1G32150	19.7701	26.8624	30.8479	30.2672	34.5742	42.0643	45.2074	34.7482
AT1G32380	18.651	24.1151	19.0891	56.565	43.2975	50.6198	47.2623	55.6493
AT1G32440	20.7027	27.9308	30.2371	34.7329	40.2125	54.6599	50.9155	47.8114
AT1G32490	43.83	59.6773	64.5974	47.1375	92.6589	36.836	98.1778	38.4059
AT1G32830	0.559531	0.915765	0.763563	0.496184	0.212764	0	0	0
AT1G32700	12.8692	17.8574	15.2713	22.3283	13.2978	92.4465	10.2744	108.425
AT1G32740	16.5994	19.3837	16.9511	115.115	59.7868	57.5117	32.1932	15.9371
AT1G33200	16.0399	21.9784	18.9364	19.3512	25.4253	6.17894	18.2656	6.27035
AT1G32950	28.3496	34.3412	36.3456	18.855	54.9996	5.22834	58.9067	7.05414
AT1G33010	10.0716	10.6839	13.7441	0.992369	3.51061	2.13886	4.33809	3.6577
AT1G33060	22.3813	28.9992	32.2223	44.1604	46.3826	39.2125	53.1987	39.9735
AT1G33460	11.0041	14.0417	11.3007	3.47329	5.63826	1.66356	4.79473	2.87391
AT1G33570	6.52787	13.8891	10.5372	8.43513	4.04252	0.475303	3.88145	2.35138
AT1G33290	16.7859	26.0993	23.2123	46.1451	39.4678	45.6291	46.5774	43.1086
AT1G33350	18.651	28.694	23.365	42.1757	52.8719	32.083	42.9242	35.0094
AT1G33400	28.1631	37.699	41.0797	86.3361	65.957	70.3449	70.3227	53.5592
